NAME	FMISID	LPNN	WMO	LATITUDE	LONGITUDE	ELEVATION	GROUPS	STARTYEAR	ENDYEAR
Pieksämä Nikkarila	106288			62.28	27.17		Precipitation	1935	1947
Pieksämäen mlk Naarajärvi	101413	2617		62.28	26.98	124	Weather	1974	1993
Pieksämäki	105776			62.23	26.83		Precipitation	1924	1930
Pieksämäki	101411	2615		62.3	27.15	125	Precipitation	1968	1996
Pieksämäki Bovallius ammattiopisto	101407	2611		62.28	27.16	130	Precipitation	1935	2008
Pieksämäki Nikkarila	101399	2603		62.25	27.25	125	Precipitation	1960	1966
Pieksämäki Savontie	104108			62.3	27.16	111	Air quality (urban)	2007	
Pielavesi kk	101567	3514		63.23	26.75	108	Precipitation	1977	1986
Pielavesi kk liiketalo	101566	3513		63.23	26.76		Precipitation	1976	1981
Pielavesi Rannankylä	105965			63.22	26.73		Precipitation	1922	1965
Pielavesi Säviä	101564	3511		63.2	26.66	109	Precipitation	1968	2009
Pielavesi Säviä	101561	3508		63.22	26.46	150	Precipitation	1958	1977
Pielavesi Venetmäki	106267			63.32	26.98		Precipitation	1936	1947
Pielavesi Venetmäki	101569	3516		63.32	26.98	189	Precipitation	1986	
Pielavesi Venetmäki	101562	3509		63.32	26.96	180	Precipitation	1936	1977
Pielisjärvi	101635	3903		63.3	30.01	106	Weather	1946	1971
Pielisjärvi Aittokoski	106088			63.47	30.47		Precipitation	1934	1940
Pielisjärvi Hattusaari	105885			63.15	29.72		Precipitation	1936	1947
Pielisjärvi Kokkojärvi	106310			63.4	30.75		Precipitation	1934	1940
Pielisjärvi Koli matkailuhotelli	101617	3810		63.1	29.8	347	Precipitation	1966	1970
Pielisjärvi Kuorajärvi	106098			63.05	30.3		Precipitation	1942	1950
Pielisjärvi Nurmijärvi	105688			63.52	29.97		Precipitation	1935	1940
Pielisjärvi Sikovaara	105670			63.28	30.47		Precipitation	1948	1966
Pielisjärvi Vieki	106136			63.47	29.58		Precipitation	1939	1942
Pietarsaari	105860			63.67	22.65		Precipitation	1950	1966
Pietarsaari Bottenviksvägen	103152			63.68	22.72	8	Air quality (urban)	1994	
Pietarsaari Kallan	101660	4108	2920	63.75	22.52	2	Weather	1995	
Pietarsaari Korsgrundet	103979			63.69	22.7	3	Air quality (urban)	1995	1996
Pietarsaari Leppäluoto	101655	4103		63.67	22.65	8	Precipitation	1955	1996
Pietarsaari Leppäluoto	134250			63.71	22.69	0	Mareograph	1922	
Pietarsaari Östanlid	101658	4106		63.67	22.73	5	Precipitation	1979	1995
Pihlajavesi	105739			62.4	24.37		Precipitation	1930	1931
Pihlajavesi Karhula	105526			62.3	24.18		Precipitation	1942	1966
Pihlajavesi Lapin Koulu	105560			62.32	24.12		Precipitation	1932	1966
Pihlajavesi Pihlajavedenkylä	105924			62.35	24.22		Precipitation	1942	1946
Pihtipudas Ilosjoki	101547	3411		63.3	25.64	128	Precipitation	1968	2003
Pihtipudas Kirkonkylä	105987			63.37	25.57		Precipitation	1942	1944
Pihtipudas Muurasjärvi	106134			63.52	25.2		Precipitation	1942	1945
Pihtipudas Sydänmaa	105623			63.4	25.82		Precipitation	1935	1944
Pihtipudas Tapiola	101548	3412		63.37	25.56	114	Precipitation	1970	1996
Piikkiö Tuorla	100935	104		60.42	22.43	26	Weather	1951	1971
Piikkiö Yltöinen vertailuas	100942	111		60.38	22.55	28	Weather	1927	1973
Piippola	105534			64.18	25.95		Precipitation	1924	1966
Pirkkala Haga	106009			61.5	23.65		Precipitation	1922	1938
Pirkkala Tampere-Pirkkala airport	101118	1215	2944	61.42	23.62	112	Weather	1979	
Pohja Fiskars	105897			60.1	23.53		Precipitation	1941	1948
Pohja Kuovila	100964	214		60.12	23.38	36	Precipitation	1980	1982
Pohja Pinjainen	100958	208		60.08	23.71	38	Precipitation	1910	1991
Pohja Pohjankuru	106332			60.1	23.53		Precipitation	1942	1944
Pohja Pohjankuru	100954	203		60.1	23.53	8	Weather	1941	1994
Pohjankurun asema	100966	216	5195	60.1	23.55		Weather	1997	1998
Pohjaslahti	105679			62.15	24.05		Precipitation	1942	1966
Polvijärvi Kinahmo	105973			62.92	29.47		Precipitation	1934	1937
Polvijärvi Martonvaara	105518			63.02	29.37		Precipitation	1926	1949
Polvijärvi Rauanlahti	106171			62.9	29.43		Precipitation	1931	1934
Polvijärvi Sotkuma	105805			62.7	29.48		Precipitation	1942	1943
Polvijärvi Teyrivaara	106316			62.95	29.13		Precipitation	1934	1937
Polvijärvi Teyrivaara Ahola	106344			62.95	29.17		Precipitation	1937	1940
Polvijärvi Teyrivaara Purola	106173			62.95	29.2		Precipitation	1937	1940
Pomarkku	105571			61.7	22.02		Precipitation	1937	1966
Pomarkku kk	101275	2106		61.7	22.01	85	Precipitation	1942	2004
Pomarkku Längelmäki	106038			61.65	22.1		Precipitation	1942	1943
Pori Ahlainen	104288			61.68	21.62	11	Air quality (urban)	1992	2004
Pori airport	101044	1001	2952	61.47	21.79	12	Weather	1945	
Pori Aittaluoto	104000			61.49	21.81	3	Air quality (urban)	1999	2000
Pori Hyvelä	105903			61.53	21.8		Precipitation	1941	1955
Pori Itätulli	104208			61.48	21.8	7	Air quality (urban)	1988	2003
Pori Itätulli 2	104101			61.48	21.8	7	Air quality (urban)	2003	2005
Pori Kaijakari	104600			61.62	21.39	0	Buoy	2016	
Pori keskusta	103136			61.48	21.8	7	Air quality (urban)	2006	
Pori Lampaluoto	104289			61.64	21.51	4	Air quality (urban)	1993	2012
Pori Lavia	101273	2104		61.61	22.54	67	Precipitation	1903	2017
Pori Mäntyluoto Kallo	134266			61.59	21.46	0	Mareograph	1925	
Pori Paanakedonkatu	106420			61.48	21.81	2	Air quality (urban)	2016	
Pori Pastuskeri	103135			61.66	21.45	3	Air quality (urban)	2012	
Pori railway station	101064	1021	2926	61.48	21.78	9	Weather	2008	
Pori Tahkoluoto harbour	101267	2013	2751	61.63	21.38	3	Weather	1996	
Pornainen Halkia	106100			60.53	25.3		Precipitation	1943	1944
Porvoo Bengtsby	101017	409		60.26	25.63	11	Precipitation	1937	2008
Porvoo Emäsalo	101023	417	2991	60.2	25.63	19	Weather	1974	
Porvoo Emäsalo Vaarlahti	100669			60.21	25.63	0	Mareograph	2014	
Porvoo Harabacka	101028	422	2759	60.39	25.61	22	Weather	2006	
Porvoo Hindhår	106075			60.4	25.48		Precipitation	1937	1966
Porvoo Jernböle	101014	406	5685	60.41	25.66	17	Weather	1957	2006
Porvoo Kalbådagrund	101022	416	2987	59.99	25.6	0	Weather	1977	
Porvoo Kaupunki	106331			60.4	25.67		Precipitation	1942	1943
Porvoo Kerkkoo	105578			60.45	25.62		Precipitation	1942	1966
Porvoo Kiiala N-17	104214			60.41	25.62	11	Air quality (urban)	1983	1994
Porvoo Kilpilahti harbour	100683	424	2994	60.3	25.55	2	Weather	2014	
Porvoo Lehtimäki	101027	421	5496	60.37	25.62	10	Weather	2006	2006
Porvoo Mustijoki	103139			60.36	25.57	10	Air quality (urban)	1991	
Porvoo Norrveckoski	101018	410		60.39	25.43	24	Precipitation	1942	2007
Porvoo Norr-Veckoski	105476			60.4	25.45		Precipitation	1942	1956
Porvoo Nyby	103140			60.32	25.5	20	Air quality (urban)	2011	
Porvoo Riemari	104308			60.32	25.54	3	Air quality (urban)	1992	2012
Porvoo Svartbäck	106081			60.28	25.5		Precipitation	1931	1936
Porvoo Svartbäck	103141			60.29	25.51	15	Air quality (urban)	2013	
Porvoo Svartså	105580			60.35	25.55		Precipitation	1942	1944
Posio	101883	6705		66.12	28.15	243	Precipitation	1968	2004
Posio Lehtiniemi	105907			66.23	28		Precipitation	1942	1945
Posio Miekkasaari	106407			66.15	28.05		Precipitation	1930	1932
Posio Perä-Posio	101874	6601		66.18	27.88	155	Precipitation	1950	1993
Posio Raistakka	101881	6703		65.98	28.17	260	Precipitation	1968	
Pudasjärvi airfield	101805	5507	2866	65.4	26.96	120	Weather	1999	
Pudasjärvi Aittojärvi	105748			65.28	26.8		Precipitation	1927	1929
Pudasjärvi Jaurakkajärvi	101812	5607		65.16	27.65	135	Precipitation	1968	
Pudasjärvi Kollaja	105494			65.35	26.72		Precipitation	1930	1962
Pudasjärvi Korpinen	105582			65.15	27.78		Precipitation	1942	1956
Pudasjärvi Korpisenkylä	101810	5605		65.1	27.53	220	Precipitation	1911	2001
Pudasjärvi Kurenalus	101806	5601	2867	65.37	27.01	116	Weather	1949	1999
Pudasjärvi Livonkylä	106398			65.48	26.83		Precipitation	1930	1932
Pudasjärvi maatalousoppilaitos	101804	5506		65.39	26.99	114	Precipitation	1999	2007
Pudasjärvi Pudasjärvenkylä	106226			65.35	26.98		Precipitation	1942	1948
Pudasjärvi Sarajärvi	105740			65.8	27.33		Precipitation	1939	1940
Pudasjärvi Sarakylä	101877	6604		65.79	27.33	162	Precipitation	1968	
Pudasjärvi Sotkajärvi	101811	5606		65.32	27.35	122	Precipitation	1934	1988
Pudasjärvi Syöte	101878	6605		65.63	27.71	283	Precipitation	1979	1989
Pukkila Kanteleenkylä	105483			60.65	25.65		Precipitation	1935	1962
Pulkkila kk	101703	4410		64.28	25.86	80	Precipitation	1933	2008
Punkalaidun Haviokoski	105894			61.18	23.03		Precipitation	1937	1947
Punkalaidun Koskioinen	106313			61.1	23.2		Precipitation	1961	1966
Punkalaidun Liitsola	105618			61.17	23.17		Precipitation	1954	1966
Punkalaidun Oriniemi	101113	1210		61.15	23.18	90	Precipitation	1967	2002
Punkalaidun Parrila	105767			61.18	23		Precipitation	1937	1938
Puolanka kirkonkylä	101808	5603		64.82	27.7	145	Precipitation	1908	1972
Puolanka kk	101814	5609		64.87	27.7	156	Weather	1971	1988
Puolanka Kotila	101813	5608		64.57	27.71		Precipitation	1968	1989
Puolanka Kotila	101830	5715		64.67	28.03	280	Precipitation	1992	
Puolanka Paljakka	101831	5716	2859	64.66	28.06	341	Weather	2009	
Puolanka Rasinkylä	101827	5712		64.82	28.05	300	Weather	1990	1992
Puolanka Rasinkylä	101815	5610		64.82	27.93	254	Weather	1987	1990
Purmo Ylipurmo	105659			63.47	23.08		Precipitation	1942	1966
Pusula Karisjärvi	105550			60.52	24.03		Precipitation	1935	1966
Pusula Kirkonkylä	106140			60.47	23.98		Precipitation	1942	1945
Pusula Kärkölä	105856			60.62	23.97		Precipitation	1942	1966
Puumala	105898			61.58	28.18		Precipitation	1927	1930
Puumala Hurissalo	105889			61.48	27.85		Precipitation	1934	1948
Puumala Kirkonkylä	106114			61.52	28.18		Precipitation	1934	1936
Puumala parish	150168	2708	2718	61.52	28.18	98	Weather	2012	
Puumala parish Hiisivuori	101435	2715	2731	61.54	28.19	125	Weather	1990	2014
Puumala Sorjola	101422	2701	5577	61.57	28.08	146	Weather	1969	2008
Puumala Vesiniemi	101429	2709		61.58	28.18	109	Precipitation	1968	1998
Pyhtää Kangasmäki siirrettävä	106414			60.5	26.74	4	Air quality (urban)	2015	2015
Pyhtää Siltakylä	105563			60.5	26.7		Precipitation	1942	1951
Pyhtää Siltakylä	101216	1526		60.5	26.4		Precipitation	1900	1965
Pyhäjoki Etelänkylä	105774			64.45	24.25		Precipitation	1935	1937
Pyhäjoki Pirttikoski	106177			64.38	24.37		Precipitation	1924	1931
Pyhäjoki Pohjankylä	106196			64.47	24.27		Precipitation	1937	1942
Pyhäjoki Yppäri	105627			64.4	24.1		Precipitation	1948	1966
Pyhäjärvi Hiidenkylä	105878			63.57	25.73		Precipitation	1941	1966
Pyhäjärvi Hiidenniemi	101706	4413		63.61	25.47	140	Precipitation	1992	
Pyhäjärvi Kirkonkylä	106386			63.65	25.97		Precipitation	1945	1947
Pyhäjärvi Mäkikylä	101718	4510		63.52	26.13		Precipitation	1968	1996
Pyhäjärvi Ojakylä	101705	4412	2738	63.74	25.71	152	Weather	1990	
Pyhäjärvi Ol Hiidenkylä	101696	4403		63.57	25.75	145	Precipitation	1941	1993
Pyhäjärvi Ol Liittoperä	101713	4505		63.75	26.21	130	Precipitation	1961	2001
Pyhäjärvi Ol Lohvanperä	101714	4506		63.77	26.08	160	Precipitation	1965	2009
Pyhäjärvi Ol Pyhäsalmi	101709	4501		63.65	26.05	148	Weather	1959	1982
Pyhäjärvi Ol Ramila Kuusenmäki	101723	4515		63.7	26.21	150	Precipitation	1971	2009
Pyhäjärvi Ol Vuohtomäki	101710	4502		63.58	26.06		Precipitation	1908	1981
Pyhäjärvi Pohjankylä	105863			64.47	24.27		Precipitation	1940	1943
Pyhäjärvi Pyhäsalmi	106387			63.68	26.03		Precipitation	1942	1944
Pyhäntä Ahokylä	101715	4507		64.05	26.53	190	Precipitation	1967	1986
Pyhäntä Leiviskä	106243			64.12	26.28		Precipitation	1942	1943
Pyhäntä Tavastkenkä	101716	4508		64.1	26.1	100	Precipitation	1964	1972
Pyhäntä Tavastkenkä	101724	4516		64.12	26.55	120	Precipitation	1974	2006
Pyhäntä Viitamäki	101722	4514	5456	63.93	26.41	198	Weather	1971	2002
Pyhäntä Viitamäki	105750			63.95	26.32		Precipitation	1928	1935
Pyhäranta Rohdainen	105842			60.95	21.45		Precipitation	1942	1966
Pyhäselkä Mulo	106360			62.53	29.8		Precipitation	1924	1929
Pylkönmäki Kukankylä	105589			62.68	24.8		Precipitation	1925	1953
Pälkäne	106071			61.35	24.25		Precipitation	1925	1944
Pälkäne Kirpu	105703			61.38	24.23		Precipitation	1954	1966
Pälkäne Myttäälä	101134	1306	5274	61.34	24.21	103	Weather	1928	2006
Pälkäne Padankoski	101146	1318		61.35	24.82	99	Precipitation	1936	2008
Pälkäne Tommola	106167			61.32	24.27	104	Precipitation	1928	1936
Pöytyä Kaulanperä	105442			60.75	22.8		Precipitation	1930	1965
Pöytyä Kyöstilä	101080	1116		60.75	22.66		Precipitation	1967	1975
Pöytyä Vauranoja	105461			60.78	22.65		Precipitation	1942	1966
Pöytyä Yläne	101093	1130		60.87	22.39	53	Precipitation	1975	
Raahe	105995			64.7	24.47		Precipitation	1924	1956
Raahe keskusta	103147			64.68	24.48	3	Air quality (urban)	2005	
Raahe kpki	101779	5304		64.68	24.48	10	Precipitation	1948	1972
Raahe Lapaluoto	103145			64.67	24.42	11	Air quality (urban)	1982	
Raahe Lapaluoto	100540			64.67	24.41	0	Mareograph	1922	
Raahe Lapaluoto harbour	101785	5311	2872	64.67	24.41	2	Weather	1990	
Raahe Merikatu	103146			64.68	24.47	20	Air quality (urban)	2009	
Raahe Nahkiainen	101775	5201	2800	64.61	23.9	0	Weather	1997	
Raahe Ollinsaari	104315			64.68	24.5	11	Air quality (urban)	1967	2001
Raahe Pattijoki	101782	5308		64.65	24.73	48	Precipitation	1973	2009
Raahe Saloinen	101781	5307		64.63	24.48	13	Precipitation	1972	1977
Raahe Saloinen	104314			64.65	24.45	12	Air quality (urban)	1977	2004
Raahe Varikko	104294			64.68	24.47	6	Air quality (urban)	1982	2009
Raasepori Jussarö	100965	215	2757	59.82	23.57	17	Weather	1990	
Raippaluoto	105467			63.23	21.42		Precipitation	1942	1966
Raisio Ihala	106630			60.47	22.19	10	Air quality (urban)	2017	
Raisio Kaanaa	104347			60.47	22.11	14	Air quality (urban)	1989	2007
Raisio Kaanaa Sakunpiha	106419			60.47	22.1	20	Air quality (urban)	2016	
Raisio Kaanaan koulu	100804			60.47	22.11	20	Air quality (urban)	2008	
Raisio keskusta	100844			60.48	22.17	9	Air quality (urban)	1989	
Rantasalmi Huvila	106375			62	28.25		Precipitation	1920	1927
Rantasalmi Kolkonpää	105737			61.95	28.3		Precipitation	1933	1948
Rantasalmi Kolkontaipale	105833			62.02	28.2		Precipitation	1933	1966
Rantasalmi Osikonmäki	101427	2706		62.03	28.28	120	Precipitation	1964	1972
Rantasalmi Parkumäki	105441			61.98	28.5		Precipitation	1939	1951
Rantasalmi Repomäki	105900			62.15	28.3		Precipitation	1942	1944
Rantasalmi Rukkasluoto	101436	2716	2772	62.06	28.57	79	Weather	1997	
Rantasalmi Tuusmäki	101426	2705		61.99	28.05	143	Precipitation	1942	2008
Rantasalmi Tuusmäki	105783			62	28.03		Precipitation	1942	1966
Rantsila	106175			64.5	25.67		Precipitation	1927	1966
Ranua	101867	6508		65.93	26.56		Precipitation	1968	1996
Ranua airfield	101873	6514	2881	65.98	26.37	161	Weather	2008	
Ranua kk	101861	6501	2716	65.93	26.51	154	Weather	1962	2008
Ranua Palovaara	101871	6512		66.13	26.11	227	Precipitation	1976	2005
Ranua Ranuankylä	106034			65.92	26.53		Precipitation	1942	1947
Ranua Simojärvi	105539			65.93	27.02		Precipitation	1930	1963
Ranua Ylimaa	101863	6504		66.18	26.23	195	Precipitation	1937	1973
Ranua Yliportimo	101862	6503		66.13	26.16	210	Precipitation	1933	1971
Raualampi Toholahti	106293			62.62	26.87		Precipitation	1941	1942
Rauma kpki	101047	1004		61.12	21.46	5	Weather	1955	1976
Rauma Kulamaa	106123			61.02	21.68		Precipitation	1932	1949
Rauma Kuuskajaskari	101045	1002	2961	61.14	21.36	17	Weather	1955	1999
Rauma Kylmäpihlaja	101061	1018	2761	61.14	21.3	4	Weather	1990	
Rauma Pyynpää	105427	1023		61.14	21.52	15	Weather	2018	
Rauma Sampaanala 2	104361			61.11	21.49	4	Air quality (urban)	1996	1997
Rauma Sorkka	105637			61.17	21.57		Precipitation	1942	1947
Rauma Tarvonsaari Hallikatu	103113			61.13	21.5	3	Air quality (urban)	2002	
Rauma Ulko-Petäjäs	134224			61.13	21.43	0	Mareograph	1933	
Rauma Äyhö	101054	1011		61.16	21.57	16	Precipitation	1951	2008
Rautalampi	105681			62.75	26.68		Precipitation	1925	1930
Rautalampi Hankamäki	105816			62.53	26.85		Precipitation	1936	1937
Rautalampi Kerkonjoensuu	106347			62.75	26.65		Precipitation	1943	1945
Rautalampi Rastu	101565	3512	5366	62.71	26.77	103	Weather	1975	2008
Rautalampi Rautalamminkylä	106297			62.6	26.72		Precipitation	1938	1939
Rautalampi Toholahti	106110			62.62	26.9		Precipitation	1932	1948
Rautavaara Ala-Luosta	101599	3712		63.27	28.47	112	Precipitation	1968	
Rautavaara Kirkonkylä Jukola	105857			63.52	28.3		Precipitation	1927	1941
Rautavaara Kirkonkylä Pappila	106208			63.5	28.28		Precipitation	1936	1941
Rautavaara Tiilikka	101752	4710		63.53	28.48		Precipitation	1948	1970
Rautavaara Ylä-Luosta	101603	3716	2789	63.38	28.66	166	Precipitation;Weather	1976	
Rautio	105970			64.08	24.2		Precipitation	1927	1949
Rautio kk	101688	4313		64.08	24.23	60	Precipitation	1986	1992
Rautjärvi	106364			61.3	29.12		Precipitation	1926	1966
Rautjärvi Simpele Kangaskoski	101253	1801		61.42	29.39	72	Precipitation	1908	2016
Reisjärvi	101676	4301		63.67	24.83	129	Weather	1946	1965
Reisjärvi Kalaja	106284			63.7	25.05		Precipitation	1934	1937
Reisjärvi Kirkonkylä	106340			63.62	24.92		Precipitation	1942	1943
Reisjärvi Levonperä	101697	4404		63.7	25.03	115	Precipitation	1934	2008
Renko	106281			60.9	24.27		Precipitation	1928	1930
Renko Uusikylä	106346			60.88	24.32		Precipitation	1942	1945
Revonlahti	105462			64.73	24.93		Precipitation	1942	1966
Riihimäki Kara	101137	1309		60.77	24.78	80	Precipitation	1957	1973
Ristiina Himalansaari	101235	1616		61.43	27.55		Precipitation	1900	1965
Ristiina Isopappila	106135			61.5	27.27		Precipitation	1926	1931
Ristiina Korpelankylä	105959			61.43	27.35		Precipitation	1935	1940
Ristiina Kylälahti	105771			61.43	27.35		Precipitation	1939	1947
Ristijärvi Hiisijärvi	101748	4706		64.37	28.61	196	Precipitation	1938	2015
Ristijärvi Hiisijärvi	101744	4702		64.37	28.58	200	Weather	1939	1968
Ristijärvi Kivikylä	101751	4709		64.48	28.16	150	Precipitation	1968	2005
Ristijärvi Koskenkylä	101817	5702		64.5	28.36	145	Precipitation	1960	1984
Ristijärvi Mustavaara	101753	4711		64.47	28.62	268	Precipitation	1978	
Ristijärvi Pyhäntä Karhuvaara	101750	4708		64.42	28.46		Precipitation	1969	1978
Rovaniemen mlk Hirvas	101858	6407		66.42	25.43		Precipitation	1955	2008
Rovaniemen mlk Marrasjärvi	101925	7406		66.88	25.18	136	Weather	1982	1991
Rovaniemen mlk Meltaus	101921	7402		66.92	25.25	180	Weather	1960	1981
Rovaniemen mlk Pekkala Kivalokangas	101865	6506		66.33	26.85	130	Precipitation	1967	1996
Rovaniemen mlk Pekkala Telkkälä	101869	6510		66.3	26.86	150	Precipitation	1968	1991
Rovaniemen mlk Pisavaara	101855	6404		66.32	25.16	130	Precipitation	1963	1985
Rovaniemen mlk Pisavaara	101853	6402		66.32	25.16	130	Weather	1963	1968
Rovaniemen mlk Törmänki	101916	7309	5326	66.88	24.96	137	Weather	1992	1999
Rovaniemen mlk Vanttauskoski	101866	6507		66.37	26.68	100	Precipitation	1968	1975
Rovaniemi airport	101920	7401	2845	66.56	25.84	189	Weather	1951	
Rovaniemi Apukka	101933	7502	2813	66.58	26.01	106	Weather	1939	
Rovaniemi Etelärinne	103815			66.51	25.69	123	Air quality (urban)	2015	
Rovaniemi Jaatila	101856	6405		66.27	25.33	66	Precipitation	1958	2008
Rovaniemi Juotasniemi	101864	6505		66.32	26.93	137	Precipitation	1961	2010
Rovaniemi Jääskö	101923	7404		67.03	25.1		Precipitation	1968	1996
Rovaniemi keskusta	101931	7412		66.5	25.68		Precipitation	1900	1965
Rovaniemi Kilvenaapa	101870	6511		66.2	26.21	195	Precipitation	1974	2008
Rovaniemi Korkalovaara	101924	7405		66.52	25.65	150	Precipitation	1975	1985
Rovaniemi Lehtojärvi	101922	7403		66.61	25.37	110	Precipitation	1948	2008
Rovaniemi Lehtojärvi	106051			66.62	25.37		Precipitation	1962	1966
Rovaniemi Misi	101935	7504		66.63	26.68	170	Precipitation	1959	2013
Rovaniemi mlk Marrasjärvi	101926	7407		66.9	25.06	121	Weather	1991	1992
Rovaniemi Narkaus	106314			66.28	26.13		Precipitation	1933	1935
Rovaniemi Ounasjoki	105988			66.62	25.37		Precipitation	1948	1962
Rovaniemi Pekkala	101868	6509		66.35	26.83		Precipitation	1959	1996
Rovaniemi Pirttikoski	101875	6602		66.35	27.15	160	Precipitation	1957	2008
Rovaniemi railway station	101928	7409	2847	66.5	25.71	85	Weather	1997	
Rovaniemi Rovakatu	103816			66.5	25.73	87	Air quality (urban)	2015	
Rovaniemi Saarijärvi	105620			66.22	26.25		Precipitation	1934	1966
Rovaniemi tutka-asema	101929	7410	5855	66.62	25.85	209	Radar	1989	2001
Rovaniemi Vennivaara	101927	7408	2846	66.55	25.57	191	Mast	1991	
Rovaniemi Vikajärvi	105500			66.62	26.33		Precipitation	1949	1962
Ruokolahti Inkilänmäki	105508			61.35	28.72		Precipitation	1935	1952
Ruokolahti Kalpiinviita	106107			61.38	28.75		Precipitation	1935	1962
Ruokolahti Kietävälä	103892	1718		61.37	28.3	97	Precipitation	1909	1935
Ruokolahti Kotalahti Sipinen	101242	1706		61.38	28.66	100	Precipitation	1967	2009
Ruokolahti Kotaniemi	105652			61.37	28.67		Precipitation	1941	1942
Ruokolahti Kotaniemi	101249	1713		61.37	28.75		Precipitation	1900	1965
Ruokolahti Kotaniemi	101248	1712		61.37	28.68	97	Precipitation	1998	
Ruokolahti Kotaniemi	101238	1702	5277	61.37	28.66	95	Weather	1935	1997
Ruokolahti Kotaniemi Latosuo	101241	1705		61.37	28.7	70	Precipitation	1935	1973
Ruokolahti Rasila	106012			61.3	28.82		Precipitation	1942	1946
Ruokolahti Syyspohja	105782			61.4	28.62		Precipitation	1935	1966
Ruokolahti Syyspohja	101243	1707		61.4	28.63		Precipitation	1967	1983
Ruokolahti Tainionkoski	105653			61.22	28.78		Precipitation	1931	1937
Ruokolahti Torsantaka	101438			61.5	28.91		Precipitation	1949	1965
Ruokolahti Valkjärvi	101244	1708		61.42	28.65	110	Precipitation	1965	1995
Ruokolahti Virmutjoki	106094			61.38	28.75		Precipitation	1938	1966
Ruotsinpyhtää Keitala	101033	504	2707	60.42	26.37	4	Weather	1970	2008
Ruotsinpyhtää Reimars	101034	505		60.37	26.4	4	Weather	1971	1993
Ruotsinpyhtää Ruotsinkylä	106373			60.62	26.47		Precipitation	1942	1948
Ruotsinpyhtää Tesjoki	101035	506		60.43	26.36	3	Weather	1971	1981
Ruovesi Kekkonen	101334	2320		61.89	24.02	105	Precipitation	1986	2008
Ruovesi Pekkala	101325	2311		61.92	24.06	112	Precipitation	1908	1985
Ruovesi Tuuhonen	105764			62.05	24.22		Precipitation	1937	1966
Ruovesi Visuvesi	106280			62.13	23.92		Precipitation	1942	1943
Ruskeala Haapavaara	105699			61.88	30.35		Precipitation	1936	1940
Ruskeala Kirkkolahti	105832			62	30.75		Precipitation	1935	1940
Ruskeala Matkaselkä	105768			61.98	30.55		Precipitation	1930	1940
Rymättylä	105984			60.4	21.98		Precipitation	1925	1930
Rymättylä kk	100915	9		60.4	21.96	7	Precipitation	1925	2008
Räisälä Räisälänkylä	106058			60.92	29.8		Precipitation	1942	1945
Rääkkylä	105964			62.32	29.63		Precipitation	1927	1930
Rääkkylä parish	101450	2810		62.31	29.63	97	Precipitation	1971	
Saari Kirjavala	106367			61.67	29.65		Precipitation	1934	1935
Saari Kirkonkylä	106289			61.65	29.75		Precipitation	1942	1944
Saarijärvi Häkkilä	101546	3410		62.75	25.46		Precipitation	1968	1973
Saarijärvi Kalmari	101551	3415		62.78	25.01	139	Precipitation	1992	2008
Saarijärvi Kalmari	105773			62.82	25		Precipitation	1942	1948
Saarijärvi Lannevesi	105766			62.55	25.38		Precipitation	1942	1943
Saarijärvi Leuhunkoski	101540	3404		62.67	25.26	118	Precipitation	1960	1992
Saarijärvi Saarijärvenkylä	105437			62.67	25.28		Precipitation	1922	1939
Saarijärvi Tarvaala	106001			62.67	25.25		Precipitation	1942	1944
Saarijärvi Tarvaala	101552			62.67	25.26	125	Precipitation	1939	1966
Sahalahti Tursola	105559			61.45	24.38		Precipitation	1942	1944
Sakkola Petäjärvi	106381			60.63	30.22		Precipitation	1931	1940
Salla Hirvasvaara	105971			66.53	28.58		Precipitation	1942	1943
Salla Kelloselkä	101956	7706		66.94	28.98	200	Precipitation	1949	
Salla kk	101951	7701	2848	66.82	28.67	221	Weather	1960	1999
Salla Kursu	101953	7703		66.77	28.15	170	Precipitation	1948	2004
Salla Kurtinkylä	105601			66.88	30.32		Precipitation	1936	1940
Salla Naruska	101966	7804	2745	67.16	29.18	213	Weather	1999	
Salla Naruska	101964	7802		67.22	29.24	222	Precipitation	1960	2002
Salla Naruskajärvi	101965	7803		67.37	29.36	261	Precipitation	1974	1992
Salla parish	101959	7709	2849	66.82	28.69	218	Weather	1999	
Salla Salmivaara Lakijänkä	101955	7705		66.81	28.29	260	Precipitation	1965	2010
Salla Salmivaara Lumimaa	101954	7704		66.78	28.26	265	Precipitation	1961	1991
Salla Tuntsa	102010	8801		67.57	29.78	280	Weather	1970	1974
Salla Tuutikylä	106234			66.55	29.82		Precipitation	1936	1940
Salla Vuorikylä	106351			66.8	30.17		Precipitation	1936	1940
Salla Värriötunturi	102012	8803	2819	67.75	29.61	360	Precipitation;Weather	1971	
Salmi	106166			62.37	31.78		Precipitation	1929	1930
Salmi Käenselkä	106377			61.65	32.03		Precipitation	1931	1945
Salmi Manssila	105802			61.27	32.18		Precipitation	1931	1935
Salmi Orusjärvi	105784			61.48	32.08		Precipitation	1931	1939
Salmi Tulema	105871			61.37	31.85		Precipitation	1931	1944
Salo Hakostaro	106109			60.38	23.13		Precipitation	1963	1966
Salo Kiikala airfield	100967	217	2777	60.46	23.65	117	Weather	2002	
Salo Kärkkä	100955	205	2756	60.37	23.11	2	Weather	1936	
Salo Suomusjärvi	100961	211	2973	60.32	23.71	69	Weather	1988	2012
